queue_id,query_id,query_customer_text,query_silver_intent,retrieved_rank,candidate_customer_tweet_id,candidate_intent,candidate_similarity,candidate_historical_customer,candidate_brand_reply,human_relevance_label,annotator,annotation_notes,status
ret_eval_24_rank3,silver_024,@115888 A mi me lo cobraron dos veces,other_unsupported,3,2814,other_unsupported,0.3665,@115888 Paano po?,@148280 Hi there! Can you let us know your account's email address via DM? We'll see what we can suggest /NY https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_25_rank1,silver_025,@SpotifyCares Hi there! Those songs are not found on Spotify 😭😢,other_unsupported,1,160539,other_unsupported,0.6633,I need twice's songs on spotify more than anything they're nowhere to be found except lq youtube and expensive itunes lol,"@152976 Hey there! We’d love to have everything available, but we have some info about content here: https://t.co/0i8GpimuDa 🙂 /NG",,,,PENDING_HUMAN_ANNOTATION
ret_eval_25_rank2,silver_025,@SpotifyCares Hi there! Those songs are not found on Spotify 😭😢,other_unsupported,2,29034,other_unsupported,0.6381,I WILL AS SOON AS MY SPOTIFY IS FIXED BUT NO ANSWER ]: https://t.co/w4as3XSf7T,@122389 Hey! We've sent a DM your way. Check it out 🙂 /L,,,,PENDING_HUMAN_ANNOTATION
ret_eval_25_rank3,silver_025,@SpotifyCares Hi there! Those songs are not found on Spotify 😭😢,other_unsupported,3,93866,offline_downloads,0.6233,"@SpotifyCares Both songs and albums. The only downloaded material are the three Spotify playlists: New Music Friday, Discover Weekly, and Release Radar.",@136356 Thanks for letting us know. Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /XF,,,,PENDING_HUMAN_ANNOTATION
ret_eval_26_rank1,silver_026,@SpotifyCares Can you help me,other_unsupported,1,95800,other_unsupported,0.9532,@SpotifyCares could you help me,"@136857 Hey Tommy! We just sent you a reply to your DM, we'll continue assisting you there /TF",,,,PENDING_HUMAN_ANNOTATION
ret_eval_26_rank2,silver_026,@SpotifyCares Can you help me,other_unsupported,2,79444,other_unsupported,0.581,@115888 I need help!,@133629 @115888 Hey! We've just sent a DM your way. Let's carry on chatting there /PK,,,,PENDING_HUMAN_ANNOTATION
ret_eval_26_rank3,silver_026,@SpotifyCares Can you help me,other_unsupported,3,130875,other_unsupported,0.4678,@139985 @SpotifyCares help?,@145543 Hey Christian! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN,,,,PENDING_HUMAN_ANNOTATION
ret_eval_27_rank1,silver_027,@151631 @115888 @SpotifyCares if I get Family Premium now and I go to college in jan. How do I change my subscription? Would rather talk with a human,subscription_billing,1,171143,other_unsupported,0.6485,"Am I able to upgrade my accout from student to family premium?
Cant find anything on your website about it.  @SpotifyCares",@155927 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /TJ https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_27_rank2,silver_027,@151631 @115888 @SpotifyCares if I get Family Premium now and I go to college in jan. How do I change my subscription? Would rather talk with a human,subscription_billing,2,83649,other_unsupported,0.6469,"hi @SpotifyCares, if im a premium account holder and want to subscribe a premium for family account, do i have to terminate my earlier account? or i can just subscribe for the premium for family?","@134378 Hey, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_27_rank3,silver_027,@151631 @115888 @SpotifyCares if I get Family Premium now and I go to college in jan. How do I change my subscription? Would rather talk with a human,subscription_billing,3,53711,other_unsupported,0.6409,@SpotifyCares Hey! I was kicked out of my family plan. How can I go back to Premium with that same plan?,@128145 Hey Paula! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_28_rank1,silver_028,@SpotifyCares can i change my billing cycle? Or does it always have to be every first of the month?,subscription_billing,1,187527,subscription_billing,0.592,@116130 Hiya! Is there any way of changing the date my money comes out of PayPal for my subscription?,@160015 Hey Micky! Can you fire over your account's email address or username via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_28_rank2,silver_028,@SpotifyCares can i change my billing cycle? Or does it always have to be every first of the month?,subscription_billing,2,113841,subscription_billing,0.5661,"@SpotifyCares okay, thanks. How do I cancel my subscription? Is this possible each month, or is it per year?",@141285 No problem. Canceling the subscription can be done anytime. Can you also let us know your account's username or email address? We'll see what we can suggest /DN,,,,PENDING_HUMAN_ANNOTATION
ret_eval_28_rank3,silver_028,@SpotifyCares can i change my billing cycle? Or does it always have to be every first of the month?,subscription_billing,3,166650,other_unsupported,0.4972,"@115888 So, I started the 3 months premium. When do I have I cancel if I want to? I mean, is it okay to cancel 2 days before the 3 months runs out? Or do I have to give you a month's notice, meaning 1 month before the 3 months runs out?","@154712 Hey, help's arrived! You can cancel your subscription anytime by heading to https://t.co/j3mV2PlkwS. Or, you can reach out to us again and we can revert your subscription to Free. Let us know if you need anything 🙂 /JQ",,,,PENDING_HUMAN_ANNOTATION
ret_eval_29_rank1,silver_029,"@SpotifyCares Galaxy S7 Edge
Android 7.0
Spotify 8.4.25.771",other_unsupported,1,110106,other_unsupported,0.8585,"@SpotifyCares Hi I'm on a Samsung S7 Edge, Android 7.0 and Spotify version 8.4.28.875 armV7. Thanks",@140446 Thanks for that info. Can we have you check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this. Let us know how it goes /JI,,,,PENDING_HUMAN_ANNOTATION
ret_eval_29_rank2,silver_029,"@SpotifyCares Galaxy S7 Edge
Android 7.0
Spotify 8.4.25.771",other_unsupported,2,89457,other_unsupported,0.8521,"@SpotifyCares Samsung Galaxy S7 (SM-G930T), Android version 7.0, Spotify version: 8.49.289 armV7",@135360 Got it. Can you check if logging out &gt; restarting your phone &gt; logging back in to your account makes a difference? /DV,,,,PENDING_HUMAN_ANNOTATION
ret_eval_29_rank3,silver_029,"@SpotifyCares Galaxy S7 Edge
Android 7.0
Spotify 8.4.25.771",other_unsupported,3,172519,other_unsupported,0.7905,@SpotifyCares I'm using Spotify v8.4.28.875 armv7 on my stock Android 7.1 phone.,"@156320 Got it! Just to check, have you followed all the steps at https://t.co/WDXVuJV0dh? /RA",,,,PENDING_HUMAN_ANNOTATION
ret_eval_30_rank1,silver_030,"@SpotifyCares I received an email about changing my password, but Spotify doesn't recognize my username or email address. Please help me resolve this!",account_access_security,1,143017,account_access_security,0.8813,"@SpotifyCares
My email address has changed since the last time I accessed spotify and I need to reset my password.
I know my username and so I'm stuck",@148293 Hi Jim! Help's here. Can you DM us your account's username? We'll check things backstage /MU https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_30_rank2,silver_030,"@SpotifyCares I received an email about changing my password, but Spotify doesn't recognize my username or email address. Please help me resolve this!",account_access_security,2,39773,account_access_security,0.8427,"@SpotifyCares Spotify think I get wrong password, so I try to reset my password with myusername: linalthf, but I forgot what e-mail I used. Can u help me?",@124711 Got it! We'd like to share some info with you in private. Could you send us a DM instead? We'll look out for your reply /GU https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_30_rank3,silver_030,"@SpotifyCares I received an email about changing my password, but Spotify doesn't recognize my username or email address. Please help me resolve this!",account_access_security,3,20087,account_access_security,0.7591,I've 4gotten my email address I used&amp;the password 4my spotify account..Only have the username..How do I delete my account @SpotifyCares,"@120417 Hey there, help's here! Can you DM us your account's username? We'll see what we can suggest /MO https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_31_rank1,silver_031,"@SpotifyCares Hi I am having problems, please see my DM. Thank you!",other_unsupported,1,118881,other_unsupported,0.6687,@SpotifyCares Hello DM me I have a problem with my account,@142358 Hey Mikey! What's happening exactly? Can you DM us your account's username or email address? We'll take a look backstage /AP https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_31_rank2,silver_031,"@SpotifyCares Hi I am having problems, please see my DM. Thank you!",other_unsupported,2,21370,other_unsupported,0.6577,@SpotifyCares Hi please see my DM :),@120677 Hey Jan! We've just sent you a bit more info over DM. We'll carry on helping out there /CP,,,,PENDING_HUMAN_ANNOTATION
ret_eval_31_rank3,silver_031,"@SpotifyCares Hi I am having problems, please see my DM. Thank you!",other_unsupported,3,131802,other_unsupported,0.6526,@SpotifyCares Hello i havent received your DM,@145718 Sorry to hear that. We've sent another DM your way 🙂 /DR,,,,PENDING_HUMAN_ANNOTATION
ret_eval_32_rank1,silver_032,"@SpotifyCares Hi Spotify! We have a Premium Spotify account for the magazine, and tried to connect it to the magazine's Facebook account, but instead it tied to a personal FB account and displays a personal username now. Can you help? Takk!",device_connectivity,1,171125,account_access_security,0.7271,"@115888 I try to login with facebook and get ""You do not have a Spotify account connected to your Facebook account. If you have a Spotify account, please log in with your Spotify credentials. If you do not have a Spotify account, sign up."" So how can I login?",@155921 Hey! We've just sent a DM your way. Let's carry on chatting there /TJ,,,,PENDING_HUMAN_ANNOTATION
ret_eval_32_rank2,silver_032,"@SpotifyCares Hi Spotify! We have a Premium Spotify account for the magazine, and tried to connect it to the magazine's Facebook account, but instead it tied to a personal FB account and displays a personal username now. Can you help? Takk!",device_connectivity,2,156976,device_connectivity,0.7082,"@SpotifyCares Hi, I have an issue - i use spotify via Facebook and accidentaly made another account, where I purchased premium. Now I`m trying to connect my FB account to the one where I paid for premium, but it reports me some kind of error. Can u help me solve this?","@152056 Hey Jerry, we'd be happy to help! Could you DM us the email address and username for both accounts? We'll check this out backstage /BX https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_32_rank3,silver_032,"@SpotifyCares Hi Spotify! We have a Premium Spotify account for the magazine, and tried to connect it to the magazine's Facebook account, but instead it tied to a personal FB account and displays a personal username now. Can you help? Takk!",device_connectivity,3,97674,other_unsupported,0.7025,"@SpotifyCares Yes, I'm still having this issue, I can't log in with my spotify account but I can log in with my Facebook account.",@137386 Sorry to hear you're still having troubles. Does restarting your device help at all? Keep us posted /VV https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_33_rank1,silver_033,It's Doing while connected to wifi :( https://t.co/45iXZ7Wris,device_connectivity,1,46662,other_unsupported,0.5975,@SpotifyCares Can you tell me why this is happening? https://t.co/1uMBrzBFzc,@126372 Hey! This is our surprise for you when playing songs from the different Stranger Things playlists we created with Netflix /JP,,,,PENDING_HUMAN_ANNOTATION
ret_eval_33_rank2,silver_033,It's Doing while connected to wifi :( https://t.co/45iXZ7Wris,device_connectivity,2,38940,device_connectivity,0.5372,"@SpotifyCares 
No save connection - something is wrong with https://t.co/NBpfL1voJ0... https://t.co/uzXVej5NCL",@124501 Hi there. Can you let us know what device you're using? Does using a different browser or incognito make a difference? /LM,,,,PENDING_HUMAN_ANNOTATION
ret_eval_33_rank3,silver_033,It's Doing while connected to wifi :( https://t.co/45iXZ7Wris,device_connectivity,3,174967,app_crash_technical,0.507,@AppleSupport Still does it after reinstall. @SpotifyCares any help on this?,@157052 Hi there! Can you let us know what operating system and Spotify versions you're using? We'll take a look backstage /XF,,,,PENDING_HUMAN_ANNOTATION
ret_eval_34_rank1,silver_034,@SpotifyCares what is a phone number I can reach you guys I need you to refund me my money you guys are charging me even though I’m part of a family plan,subscription_billing,1,128193,subscription_billing,0.5678,@SpotifyCares y’all charging me for an account I don’t have I want a refund now,@144800 Hey there! Can you DM us a screenshot of your bank statement showing the Spotify charge? Just make sure it doesn't show your private payment info /RB https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_34_rank2,silver_034,@SpotifyCares what is a phone number I can reach you guys I need you to refund me my money you guys are charging me even though I’m part of a family plan,subscription_billing,2,128193,subscription_billing,0.5678,@SpotifyCares y’all charging me for an account I don’t have I want a refund now,@144800 Thanks. You should receive an email from them shortly /AP,,,,PENDING_HUMAN_ANNOTATION
ret_eval_34_rank3,silver_034,@SpotifyCares what is a phone number I can reach you guys I need you to refund me my money you guys are charging me even though I’m part of a family plan,subscription_billing,3,174616,playback_issues,0.5174,Hey @SpotifyCares I CANCELLED AND YOU STILL TOOK MONEY CAN YOU PLEASE GIVE ME A WORKING CUSTOMER SERVICE # SO WE CAN STOP THIS SHIT BEFORE IT POSTS,@156947 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_35_rank1,silver_035,WHEN THE FUCK ARE WE GETTING THE FEELS COVER .@2602 .@115888,other_unsupported,1,136264,playlist_library,0.347,@SpotifyCares When will @7443 new album No Shame be up on Spotify in the EU? Been waiting over 4 hours for it,@146708 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /NY,,,,PENDING_HUMAN_ANNOTATION
ret_eval_35_rank2,silver_035,WHEN THE FUCK ARE WE GETTING THE FEELS COVER .@2602 .@115888,other_unsupported,2,93964,other_unsupported,0.3391,Fuck It by @5515 needs to be on @115888,"@136373 Hey! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/1dgftcFtzc /KM",,,,PENDING_HUMAN_ANNOTATION
ret_eval_35_rank3,silver_035,WHEN THE FUCK ARE WE GETTING THE FEELS COVER .@2602 .@115888,other_unsupported,3,61167,service_status_outage,0.3206,@SpotifyCares In the middle of down with the sickness.,@130006 Thanks! Does it happen when you use the web player in an incognito or a private browsing window? /SY,,,,PENDING_HUMAN_ANNOTATION
ret_eval_36_rank1,silver_036,@SpotifyCares Seems to have done the trick. Thanks for the quick replies.,feature_request_ui,1,189335,other_unsupported,0.6963,"@SpotifyCares That didnt work either, I am still having the issue.",@160410 Thanks for trying it out for us. Can you DM us your account's username or email address? We'll have a look backstage /AG,,,,PENDING_HUMAN_ANNOTATION
ret_eval_36_rank2,silver_036,@SpotifyCares Seems to have done the trick. Thanks for the quick replies.,feature_request_ui,2,169722,other_unsupported,0.6885,@SpotifyCares Thanks. That seems to have done it.,"@155528 Awesome! We're glad that did the trick. If you ever need help with anything else, you know where to find us /QI",,,,PENDING_HUMAN_ANNOTATION
ret_eval_36_rank3,silver_036,@SpotifyCares Seems to have done the trick. Thanks for the quick replies.,feature_request_ui,3,48083,other_unsupported,0.6748,"@SpotifyCares I'm sorry, I tried that last time to no avail. Can you instead first verify for me that this is indeed a feature that is supposed to work ?","@126752 We understand, but could you let us know when exactly you reinstalled the app? Also, what Spotify version are you currently running? /LM",,,,PENDING_HUMAN_ANNOTATION
ret_eval_37_rank1,silver_037,@SpotifyCares do you have Collison Course album Child friendly in your library I.e No bad language?,playlist_library,1,43461,playlist_library,0.4534,"@SpotifyCares Sure! It’s a concept album, so order is important. ☺️ Thanks! https://t.co/LRdM0G5fmo",@125642 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /PB,,,,PENDING_HUMAN_ANNOTATION
ret_eval_37_rank2,silver_037,@SpotifyCares do you have Collison Course album Child friendly in your library I.e No bad language?,playlist_library,2,39737,playlist_library,0.439,Hey @116130 is there any chance of you adding more fabriclive albums?,@124702 We’ll have them all available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /BE,,,,PENDING_HUMAN_ANNOTATION
ret_eval_37_rank3,silver_037,@SpotifyCares do you have Collison Course album Child friendly in your library I.e No bad language?,playlist_library,3,193239,other_unsupported,0.4361,@115888 can we please get more Thomas Bangalter and Guy-Manuel music?,"@161420 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /PB",,,,PENDING_HUMAN_ANNOTATION
ret_eval_38_rank1,silver_038,@SpotifyCares I am the owner of a family Spotify account.  There are four of us who live in the same house. Only two can activate....,other_unsupported,1,168144,subscription_billing,0.6855,@SpotifyCares I somehow have 2 Spotify accounts on the same email address and 1 is a family subscription and the other is free. I cannot get to my paid subscription. Can someone help?,"@155115 Hey Jeff, we'll help out! Can you DM us your the email address on both accounts? We'll have look and see what we can suggest /AG https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_38_rank2,silver_038,@SpotifyCares I am the owner of a family Spotify account.  There are four of us who live in the same house. Only two can activate....,other_unsupported,2,79394,account_access_security,0.6853,"@spotifycares I missed the email telling me I need to confirm my home address for spotify family, and now it won't let me join up again.","@133622 Hey there, we've come to the rescue! Could you DM us your account's username or email address? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_38_rank3,silver_038,@SpotifyCares I am the owner of a family Spotify account.  There are four of us who live in the same house. Only two can activate....,other_unsupported,3,160537,other_unsupported,0.6783,@SpotifyCares when I try to add my son to my Spotify family account it says whoops something went wrong. I only want to add 4 other people to my account. I have successfully added three,"@152983 Hi Dawn, help's arrived! Can you shoot us a DM with your account's username and email address? We'll take a look backstage for you 🔍 /AV https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_39_rank1,silver_039,"@115888 can you stop spamming me with ""would you like to open Waze?"" Fuck.",playback_issues,1,172474,offline_downloads,0.5385,"@SpotifyCares Why do I, as a paying premium member, have to deal with the Waze banner ad every time I open the app?? I will never download their app. Ever.","@156305 Hey Matt, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /JE",,,,PENDING_HUMAN_ANNOTATION
ret_eval_39_rank2,silver_039,"@115888 can you stop spamming me with ""would you like to open Waze?"" Fuck.",playback_issues,2,108051,other_unsupported,0.3276,@115888 Waarom niet? 😥 https://t.co/ev8RNAGLRG,@139992 Hey! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_39_rank3,silver_039,"@115888 can you stop spamming me with ""would you like to open Waze?"" Fuck.",playback_issues,3,176522,other_unsupported,0.3068,wish @115888 let you ban songs like last.fm did,@157531 Hey! We can see how that’d be useful. You can vote for the official idea here: https://t.co/llJeAWnvFA /MX,,,,PENDING_HUMAN_ANNOTATION
ret_eval_40_rank1,silver_040,@SpotifyCares is your 9 pesos promo for 3 months isn't available for debit cards?,subscription_billing,1,163729,app_crash_technical,0.6747,"@115888 I was quite excited when I got the advertisement that they are offering 9 pesos for the first 3 months, but whatever type of payment method I chose, it would charge me 129. Is this a false advertisement or legit? Thoughts?",@153879 Hey! Could you DM us your account’s email address? We’ll check this out backstage /BX https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_40_rank2,silver_040,@SpotifyCares is your 9 pesos promo for 3 months isn't available for debit cards?,subscription_billing,2,118874,subscription_billing,0.6552,@SpotifyCares may I just also ask if the 9 peso premium thing is only applicable to card?,@142356 We've just sent a DM your way. Let's carry on chatting there 🙂 /AU,,,,PENDING_HUMAN_ANNOTATION
ret_eval_40_rank3,silver_040,@SpotifyCares is your 9 pesos promo for 3 months isn't available for debit cards?,subscription_billing,3,118879,subscription_billing,0.6353,@SpotifyCares why was I charged 129 pesos in my prepaid mobile account instead of just 9pesos for 3months Premium Trial?,@142357 Hey Eran! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_41_rank1,silver_041,"@SpotifyCares Hi! When will you fix ""4 - Oops something went wrong, please try again."" problem in managing family accounts?",other_unsupported,1,73727,subscription_billing,0.5808,"@SpotifyCares trying to add a family member to my subscription, but after logging in &amp; entering correct address details, I get the ""oops try again"" error. Tried multiple invites &amp; browsers","@132492 Hey, help's here. Can you send us your accounts' email addresses or usernames via DM? We'll take a look behind the scenes /AY https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_41_rank2,silver_041,"@SpotifyCares Hi! When will you fix ""4 - Oops something went wrong, please try again."" problem in managing family accounts?",other_unsupported,2,14406,playback_issues,0.5714,"@SpotifyCares 
My family premium account has stopped working, even though we have payed this month, it was working last week",@119078 Hey Jacob! Could you send us a DM with your account's email address? We'll take a look backstage /FR,,,,PENDING_HUMAN_ANNOTATION
ret_eval_41_rank3,silver_041,"@SpotifyCares Hi! When will you fix ""4 - Oops something went wrong, please try again."" problem in managing family accounts?",other_unsupported,3,53677,other_unsupported,0.5499,@115888 who is best to talk to about account issues?,@128139 Hey! Can you DM us your account's email address along with more info? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_42_rank1,silver_042,@115888 is your app available to download on an Apple Watch?,offline_downloads,1,73747,other_unsupported,0.7932,@115888 App pro Apple Watch?,@132497 Hey Mira! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/BysL5LFq6X /KM,,,,PENDING_HUMAN_ANNOTATION
ret_eval_42_rank2,silver_042,@115888 is your app available to download on an Apple Watch?,offline_downloads,2,42727,offline_downloads,0.6566,@115888 can you download music to #Apple watch?,@125450 2:  know it's something you'd like to see: https://t.co/SEK4E4gi22 /BM,,,,PENDING_HUMAN_ANNOTATION
ret_eval_42_rank3,silver_042,@115888 is your app available to download on an Apple Watch?,offline_downloads,3,147416,app_crash_technical,0.5257,Do I know anyone with some intel on when/if Snowy (https://t.co/gAzj3fipNI) or @115888 themselves will release some sort of Apple Watch-integration? Been quiet for quite some time…,@149506 Hey Erik! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /KM,,,,PENDING_HUMAN_ANNOTATION
ret_eval_43_rank1,silver_043,Why the hell does @115888 care in which country I am? This is dumb every time I travel I need to change or upgrade?,other_unsupported,1,23256,app_crash_technical,0.4765,"I'm quite fed up with this response @115888 ""the language of the emails we send is based on your account's country"". You've had YEARS.","@121067 Sorry you feel that way. We can’t make any promises, but your feedback has been noted and passed onto the team /MA",,,,PENDING_HUMAN_ANNOTATION
ret_eval_43_rank2,silver_043,Why the hell does @115888 care in which country I am? This is dumb every time I travel I need to change or upgrade?,other_unsupported,2,86417,subscription_billing,0.4433,"@SpotifyCares Hi, how do I change my country and payment method to that of my new country? I’ve tried and failed and now I am left Spotify-less.",@134872 Hey Sarah. Can you send us a DM with your account's email address or username? We'll take a look backstage /AY https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
ret_eval_43_rank3,silver_043,Why the hell does @115888 care in which country I am? This is dumb every time I travel I need to change or upgrade?,other_unsupported,3,116643,subscription_billing,0.4011,"@spotifycares I'm in italy for a few months and my premium account was working fine until today when i got a message saying the country on my account was different from the one i was in, ill be home in a few weeks and my billing info is for the us. can you give me my account back","@141980 Hi Alicia, help's here! Could you DM us your account's email address or username? We'll take a look under the hood /WP https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_44_rank1,silver_044,@SpotifyCares I want to make my spotify account into a artist account but on the third step it said to find the artist you want access to and im not on there. Can you help me plz @SpotifyCares,other_unsupported,1,120276,other_unsupported,0.7356,@SpotifyCares also i can't get access to spotify for artists. I did it a month ago and still no reply.,"@142703 Thanks for the info! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SXS9B4. Also, our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdWmz2 /PB",,,,PENDING_HUMAN_ANNOTATION
ret_eval_44_rank2,silver_044,@SpotifyCares I want to make my spotify account into a artist account but on the third step it said to find the artist you want access to and im not on there. Can you help me plz @SpotifyCares,other_unsupported,2,189397,other_unsupported,0.6914,@SpotifyCares how can i be on spotify,@160419 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /AR,,,,PENDING_HUMAN_ANNOTATION
ret_eval_44_rank3,silver_044,@SpotifyCares I want to make my spotify account into a artist account but on the third step it said to find the artist you want access to and im not on there. Can you help me plz @SpotifyCares,other_unsupported,3,189954,other_unsupported,0.6852,"@SpotifyCares Hey, been having some issues with Spotify for Artists. Could I get some assistance please? Cheers!","@160534 Hey! Don’t worry, we can help. What’s happening exactly? We'll get to the bottom of it 🔍 /CG",,,,PENDING_HUMAN_ANNOTATION
ret_eval_45_rank1,silver_045,@SpotifyCares Is there a way to filter artists who've been accused of violence against woman from all playlists on my account?,playlist_library,1,123472,other_unsupported,0.7622,"Hey @115888, can I block certain artists?  I don't want to listen to artists who are continuously violent to women.","@143585 Hey Heather! We're afraid this isn't possible at the moment. To help make this happen, you can show your support by voting for the idea here: https://t.co/llJeAWnvFA /LO",,,,PENDING_HUMAN_ANNOTATION
ret_eval_45_rank2,silver_045,@SpotifyCares Is there a way to filter artists who've been accused of violence against woman from all playlists on my account?,playlist_library,2,160517,playlist_library,0.4792,Hey @115888 how do I block a song from your Christmas playlists? https://t.co/XZJhdfwjn1,"@152979 Hey Justin, help's here! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtirXki. Stay awesome 😁 /TI",,,,PENDING_HUMAN_ANNOTATION
ret_eval_45_rank3,silver_045,@SpotifyCares Is there a way to filter artists who've been accused of violence against woman from all playlists on my account?,playlist_library,3,122102,playlist_library,0.4788,@SpotifyCares I’m talking like recently played for specific songs not just played playlist or artist of or from the song.,@143217 Hi there! We actually have a pretty nifty way of finding those tunes that have slipped our minds. Check out this infographic for a quick rundown. Stay awesome 🤘 /AV https://t.co/xyq8Ht5lQF,,,,PENDING_HUMAN_ANNOTATION
ret_eval_46_rank1,silver_046,@SpotifyCares Are we going to have Year in Music this 2017?,other_unsupported,1,93885,playlist_library,0.5446,@115888 when am i getting my most listened to 2017 playlist?,"@142351 Hi there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /AU",,,,PENDING_HUMAN_ANNOTATION
ret_eval_46_rank2,silver_046,@SpotifyCares Are we going to have Year in Music this 2017?,other_unsupported,2,79398,playlist_library,0.4613,all I want for christmas is seeing the new @4739 album on @115888,@133624 Hey there! We’ll have it available to you as soon as it’s available to us. https://t.co/1dgftcFtzc /GK,,,,PENDING_HUMAN_ANNOTATION
ret_eval_46_rank3,silver_046,@SpotifyCares Are we going to have Year in Music this 2017?,other_unsupported,3,190154,other_unsupported,0.461,How is it almost 2018 and @115888 doesn’t have an easy way to share songs with other users. https://t.co/aTw9QmQ9KS,@160591 Hey Steven! Are you having issues with sharing tracks? Let us know - we'll lend a hand /SY,,,,PENDING_HUMAN_ANNOTATION
ret_eval_47_rank1,silver_047,@115888 Is the 1 month free trial offer still available?,other_unsupported,1,142181,other_unsupported,0.8209,"@115888 Sorry,I am in the 1 month free trial period. Is there anyway I can benefit from this offer?",@148083 Hey there! We've responded to your DM. Let's continue our conversation there 🙂 /DN,,,,PENDING_HUMAN_ANNOTATION
ret_eval_47_rank2,silver_047,@115888 Is the 1 month free trial offer still available?,other_unsupported,2,67669,other_unsupported,0.5818,Help me fam. I already paid for premium acct. For @115888 but its still in free trial?,"@131452 Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_47_rank3,silver_047,@115888 Is the 1 month free trial offer still available?,other_unsupported,3,169700,subscription_billing,0.5788,"@115888 Can i get the 3 months for $0.99 if i have already had premium before?, i had previously bought it","@155523 Hey! Right now, this offer's for new subscribers only. We can take a look at your account to be sure. Just send us a DM with your account's email address or username 🙂 /TJ https://t.co/ldFdZRiNAt",,,,PENDING_HUMAN_ANNOTATION
ret_eval_48_rank1,silver_048,@SpotifyCares Here you go. Thank you so much for the speedy reply. You guys rock! https://t.co/MbkND3Wviy,other_unsupported,1,38957,other_unsupported,0.4981,"@SpotifyCares Here it is 
https://t.co/waO48RizBo",@124506 Thanks! Can you DM us your account's username or email address? We'll take a closer look /PL https://t.co/ldFdZRiNAt,,,,PENDING_HUMAN_ANNOTATION
