id,customer_tweet_id,brand_tweet_id,conversation_id,customer_author_id,customer_created_at,customer_text,historical_brand_reply,gold_intent,annotator,annotation_notes,is_sensitive,ground_truth_decision
cand_081,2949,2947,2956.0,116393,Tue Oct 31 21:47:00 +0000 2017,"@SpotifyCares Hi. My @115888 playlists idea's status got changed + can't receive any votes. They sent me a link to a ""similar idea"", but it's closed.",@116393 Hi Daniel! Can you send us the link to the idea you posted? We'll take a look at what happened 🙂 /NH,playlist_library,Mohd Sajid Jafri,,False,ESCALATE
cand_082,59698,59696,59698,129639,Wed Nov 01 20:26:30 +0000 2017,@115888 Where’s the JPN Ver. Of BOOMBAYAH 🤔 https://t.co/vbG1O0q2AJ,"@129639 Hey Leo! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /SY",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_083,172508,172507,172508,156315,Fri Nov 24 21:39:20 +0000 2017,@SpotifyCares Someone successfully changed my email to their own and I got it back but I keep getting requests for email changes by the same person. I have the persons email due to the original change is there any way you guys can block the email or stop him/her from spam request,@156315 Hey! We’re sorry to hear that. We'd suggest checking out https://t.co/QHn3ok8y2n for what to do next /QI,account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_084,66027,66025,66027,131105,Thu Nov 30 08:27:00 +0000 2017,@115888 make my Spotify name Yung Calo pleaseeeeee!!!💔,@131105 Hey there! Could you DM us your account's username or email address? We'll take a look backstage /JO https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_085,39763,39762,39763,124709,Wed Nov 01 14:37:18 +0000 2017,@SpotifyCares my search option for new music is gone?!?,"@124709 Hey there! Can you give us more info? What device, operating system, and app version are you using? /PB",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_086,147399,147398,147399,149497,Fri Nov 24 09:49:33 +0000 2017,"@SpotifyCares Hey guys! Any plans to come to Russia? Any reason you’re not still here?
We really want you! ❤️
I’d love to use Spotify Premium instead of Google Play and Apple Music but I can’t. Thanks!",@149497 Hey there! We're launching in new countries as often as possible. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /CO,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_087,64389,64391,64387.0,130781,Fri Dec 01 07:35:01 +0000 2017,"@SpotifyCares @130780 Hi sir, i have the same inquiry. My consumption will last this December. Thank you.","@130781 Hi there! We'd love to help out. Can you DM us your account's username or email address, along with more details on what's happening? We'll check things backstage /MU https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_088,89523,89522,89524.0,135366,Thu Nov 30 14:39:48 +0000 2017,@SpotifyCares Ok thx for thr explanation!,"@135366 No worries at all! For anything else, we're just a tweet away /JP",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_089,166620,166618,166622.0,154705,Fri Nov 24 19:27:43 +0000 2017,"@115888 Phone: Nexus 5x
Android Version: 8.0.0
Spotify version: 8.4.28.875","@154705 Hey, that doesn't sound right! Does restarting your device make any difference? Keep us in the loop /JP",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_090,11174,11173,11175.0,118118,Wed Nov 01 00:53:54 +0000 2017,"@SpotifyCares Done , thanks! ;) #launchInIndiaSoon 🤣😂🤣","@118118 You're welcome. If you have any other questions, just give us a shout. Take care! /KC",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_091,44674,44673,44674,125915,Wed Nov 01 16:24:01 +0000 2017,@SpotifyCares can y’all add a feature where I can watch/ listen to adds for more skips? I’m too poor for premium,@125915 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /MX,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_092,100153,100152,100154.0,137952,Thu Nov 30 17:04:31 +0000 2017,"@137953 @137954 @SpotifyCares Spoti ont fait le nécessaire, plus qu'à expliquer que le Hamburger en version francisée se dira Hambourgeois en référence à la ville dont il est originaire et non ""Hamburgé"" et le monde sera meilleur. #hope  #change #sandwich #bullshit","@137952 Hey there! We can help out in English via Twitter, but we also have French support via email at https://t.co/ZgU70TbP8M 😁 /JI",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_093,155352,155351,155352,151629,Fri Nov 24 15:02:00 +0000 2017,"@SpotifyCares You probably get this a lot, but do you have any plans for Romania in the nearby future?",@151629 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /KL,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_094,38326,38325,38326,124335,Wed Nov 01 13:03:19 +0000 2017,HELP PLEASE @SpotifyCares,@124335 Hey there! Could you let us know what's happening exactly? We'll be happy to help /PL,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_095,102225,102224,102225,138421,Thu Nov 30 17:29:50 +0000 2017,@SpotifyCares how long would it take for a pending charge to be cleared? Made a mistake on a subscription and my card was charged.,"@138421 Hey Joelle! Depending on your bank, it can take 3-5 business days for the pending charges to be returned to your account. Hope this helps /JX",subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_096,152228,152227,152228,150786,Fri Nov 24 12:53:47 +0000 2017,"@SpotifyCares I am sad that you stopped allowing student discounts NUS cards, mostly because you gave me no warning just started charging me double :(","@150786 Hey Jennifer, we're here to help! Could you DM us your account's email address and username? We'll take a look backstage /BX https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_097,122827,122826,122827,143411,Thu Nov 23 21:00:21 +0000 2017,"@SpotifyCares forgot my e-mail, my user name and my password. I have a trial for 1 month and i’m not sure if I have cancelled my trial. The only thing I know is my pay method and my bank account number. I really hope you can help me. 😅","@143411 Hey Daniel, the cavalry's here! Can you send us a DM with any possible emails and usernames you might have? We'll do some digging /TI https://t.co/ldFdZRiNAt",account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_098,104120,104119,104120,138952,Thu Nov 30 16:21:44 +0000 2017,"@SpotifyCares Just signed up for premium during the 99 cent/three month trial. However my username is not right. I know I need to close the account and basically start over, but can I do this while keeping the trial going? Thanks!",@138952 Hi Paul! Could you DM us your account's email address so we can check backstage? /FJ https://t.co/ldFdZRiNAt,account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_099,64365,64364,64365,130773,Thu Nov 30 08:05:41 +0000 2017,@115888  what is this 😂 #StrangerThings https://t.co/1qAPa8ijve,@130773 Hey Abby! The Stranger Things Mode is an easter egg feature that adds some visual effects to your app. Hope this info helps /GK,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_100,149354,149352,149354,150031,Fri Nov 24 12:53:03 +0000 2017,@SpotifyCares is it possible to DM for  support?,"@150031 Hey James, help's arrived! Can you let us know what's happening exactly? Also, are you getting any error messages? We'll see what we can suggest /KM",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_101,139103,139102,139103,147347,Fri Nov 24 07:39:19 +0000 2017,@SpotifyCares I’ve been sent an email from Spotify saying that my email address has been changed. How can I be sure that it’s not fake/span?,@147347 Hi there! Can you DM us your account's username or email address? We'll take a look backstage /DN https://t.co/ldFdZRiNAt,account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_102,155376,155374,155376,151641,Fri Nov 24 15:27:33 +0000 2017,@115888 hey there! I purchased a year subscription as a gift to be delivered on 11/18 and the email never was received. Could I please have it resent?,@151641 Hi there! Can you let us know your account's email address or username? A screenshot of the receipt will also be super helpful. We'll take a look /GT,subscription_billing,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_103,187578,187577,187579.0,160026,Wed Oct 04 07:38:13 +0000 2017,@SpotifyCares Okay. Thankyou.,@160026 You're welcome! Keep on rocking and https://t.co/mJs5KObHO4 🎶 /RC,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_104,46642,46640,46643.0,126367,Wed Nov 01 16:56:19 +0000 2017,@SpotifyCares excuses over excuses i just want the albums 😔,@126367 We hear you loud and clear. Fingers crossed we'll be able to have it soon /JI,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_105,187740,187739,187740,160059,Wed Oct 04 15:07:05 +0000 2017,"@SpotifyCares whenever I try to connect my student premium to my Hulu, I get this. Please help https://t.co/54GxsxYgZF","@160059 Hey Jolie, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",account_access_security,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_106,142990,142989,142990,148282,Fri Nov 24 08:53:58 +0000 2017,6 ads in a row... seriously? @115888,"@148282 Hi there! We appreciate your feedback on this. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before. Feel free to tweet us if there's anything else /GK",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_107,153746,153745,153746,151198,Fri Nov 24 13:53:11 +0000 2017,"@115888 I find discriminatory that only college students have a 50% discount.
Could it not be extended to high school students as well?
Thank you!","@151198 Hey, we hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /K",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_108,176530,176526,176530,157533,Fri Nov 24 23:56:28 +0000 2017,"@115888 Hi Spotify, how do I avoid repetition? I choose my favorite band to listen to and I'll hear the same song 3 times in an hour. Is there a work around?","@157533 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO",playback_issues,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_109,187814,187813,187814,160070,Wed Oct 04 14:02:30 +0000 2017,@115888 need help with my account please help,@160070 @115888 Hi Mauricio! We've just sent you a bit more info over DM. We'll carry on helping out there /CP,account_access_security,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_110,76250,76249,76250,133060,Thu Nov 30 09:40:48 +0000 2017,@SpotifyCares I just tried renewing my subscription and it charged me twice and hasn’t renewed it 🤔 sos,@133060 Hey Jac! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /PK https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_111,102221,102220,102221,138419,Thu Nov 30 17:20:32 +0000 2017,@115888 I can’t cancel my subscription it won’t let me log in with using my username or email. Please help me.,"@138419 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_112,100132,100131,100132,137942,Thu Nov 30 17:12:43 +0000 2017,@SpotifyCares how would I go about recovering a stolen premium account?,"@137942 Hey Leonerd, we’re sorry to hear that. Check out https://t.co/iVpg60w61i for what to do next /NG",account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_113,141179,141178,141180.0,147839,Fri Nov 24 08:28:58 +0000 2017,@SpotifyCares I've worked it out now thank you anyway,@147839 Hi! We've just sent you a DM 🙂 /GK,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_114,110035,110034,110036.0,140431,Thu Nov 23 20:02:01 +0000 2017,@SpotifyCares English (English),"@140431 In this case, content such as playlists are based on the location of your account. Since yours is set to Austria, the content will show up in German. The language setting on your app will only affect the menus. We hope this clears things up /LM",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_115,137172,137170,137175.0,146935,Fri Nov 24 06:57:44 +0000 2017,@115888 For existing customers?,@146935 Hey Marc! The 3 months Premium for $0.99 is only available to new users and the ones who haven't had Premium before. Let us know if there's anything else we can help with /KM,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_116,118887,118886,118888.0,142360,Thu Nov 23 22:15:24 +0000 2017,@115888 Why does it say 99 kr for 3 months when I continue to the offer? (Denmark),@142360 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_117,149347,149346,149348.0,150029,Fri Nov 24 14:51:05 +0000 2017,"@SpotifyCares iPhone 7 , iOS 10.3.3 , Spotify 8.4.28",@150029 Thanks. Can you try logging out and back in again? Does that help? /GK,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_118,115274,115272,115277.0,141626,Thu Nov 23 20:42:35 +0000 2017,@115888 why do you have to live at same address for a family plan?,@141626 Hey there! All members of a Premium for Family plan must reside at the same physical address as mentioned in our T&amp;Cs: https://t.co/1XJ4A5XZ9O. Hope this clears things up /QI,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_119,160551,160550,160551,152987,Fri Nov 24 16:38:20 +0000 2017,Thanks @115888 for secretly canceling my student subscription and replacing it with a premium subscription even though I'm still a student. I got some change in my pocket if you want to screw me out of some more money,@152987 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_120,160515,160514,160515,152978,Fri Nov 24 16:02:43 +0000 2017,I am trying to sign up for the invite for the premium family subscription but after I sign in all the information it states there is error try again @SpotifyCares,"@152978 Hey Melanie, helps here! Could you fire over a DM with your username and email address? We'll take a look backstage 🔍 /ZO https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_121,145948,145947,145948,149099,Fri Nov 24 08:48:30 +0000 2017,@SpotifyCares Hey so I decided to spice up my recurring problem this time and tell it through story-form. I sent a DM in just there :),@149099 Hey Ryan! We've just replied to your DM. We'll carry on chatting there 🙂 /Q,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_122,100164,100163,100165.0,137955,Thu Nov 30 13:54:09 +0000 2017,"@SpotifyCares All tracks. Windows 7, Chrome web player","@137955 Thanks! Just to check, have you tried using a different network? Sending us the versions of the Google Chrome and Spotify app you're rocking would be helpful /FJ",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_123,23277,23275,23281.0,121073,Wed Nov 01 08:29:31 +0000 2017,@SpotifyCares  https://t.co/GvE0JBxILu,"@121073 Hmm. Is this happening after a specific song plays? Also, are you using a wired or wireless connection? /AY",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_124,156980,156979,156980,152057,Fri Nov 24 15:12:43 +0000 2017,"@SpotifyCares hey, don't know if you know, but you can't control the volume on the Xbox one app from your phone like you could the computer. Would be very appreciated if you updated.",@152057 Hi Austin! We can see how that’d be handy. We can’t make any promises but we'll be sure to let the right team know it's something you'd like to see /JI,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_125,172486,172487,172485.0,156308,Tue Nov 28 00:13:05 +0000 2017,"@SpotifyCares @156307 @SpotifyCares, This is clearly not an account issue. It's a design issue. This is a bug that needs needs to be address so the app will be accessible to users who need larger type.","@156308 Hey Lauren, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /KC",feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_126,112005,112004,112006.0,140877,Thu Nov 23 19:55:31 +0000 2017,"@SpotifyCares I mean, ""Your Spotify app needs updating"" Is kinda unsatisfying since this happens every few weeks","@140877 In this case, we'd suggest removing your offline devices at https://t.co/8WYo44m758 and reinstalling the app by following the steps here: https://t.co/cxGHt0bCR8. Keep us posted /CX",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_127,147401,147400,147401,149498,Fri Nov 24 14:14:22 +0000 2017,hey @115888 @SpotifyCares why can i play any music even on shuffle without having premium?,"@149498 Hey! What's the exact device, operating system, and Spotify app version you're using? Can you also send us a DM with your account's email address? We'll take a look for you /NJ https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_128,189817,189815,189818.0,160529,Wed Oct 04 23:13:59 +0000 2017,@SpotifyCares @160530 What if I signed up for premium and already have it but don’t have Hulu?,@160529 Hey there! Can you DM us your account's email address? We'll see what we can suggest /RB https://t.co/ldFdZRiNAt,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_129,158937,158935,158939.0,152537,Fri Nov 24 13:11:20 +0000 2017,@149503 Why isn't Spotify available in my country everytime I try to download it I get the same result and it's frustrating,"@152537 Hey, help's here! Could you let us know where you're currently located? We'll see what we can suggest /FJ",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_130,149330,149329,149330,150022,Fri Nov 24 11:10:31 +0000 2017,I can't receive my password reset email @SpotifyCares,"@150022 Hey Joshua, we'd love to help! Can you DM us your account's username or email address? We'll check what's happening backstage /JP https://t.co/ldFdZRiNAt",account_access_security,Mohd Sajid Jafri,,False,ESCALATE
cand_131,172540,172539,172540,156326,Fri Nov 24 19:59:03 +0000 2017,@115888 can we have an update please,"@156326 Hey Maddie, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? Keep us posted /JK",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_132,172532,172531,172532,156323,Fri Nov 24 21:27:54 +0000 2017,@115888 is the only ad you’re going to play today for the Gap? If I have to hear about the Gap one more time I’m going to kick someone.,"@156323 Hi! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RB",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_133,86371,86370,86372.0,134858,Thu Nov 30 14:19:52 +0000 2017,@SpotifyCares Game changer. Thank you!,"@134858 You're welcome! If you ever need help with anything else, you know where to find us /QI",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_134,41768,41767,41769.0,125200,Wed Nov 01 15:26:02 +0000 2017,@SpotifyCares Ooh! Thank you.,@125200 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /AU,other_unsupported,Mohd Sajid Jafri,,False,ESCALATE
cand_135,118866,118865,118866,142353,Thu Nov 23 22:31:11 +0000 2017,"@SpotifyCares Hello, recently I moved from Canada to the US for School, and wanted to sign up for the student discount. However, when I try to input my US Card, it gives me a ""the selected card is not available in this country"". And I am unable to change the country as well",@142353 Hey there! Can you DM us your account's email address and a screenshot of the error message you're seeing? We'll take a look /RB https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,False,ESCALATE
cand_136,155360,155359,155360,151634,Fri Nov 24 14:54:39 +0000 2017,@SpotifyCares I went to add student premium to my account but the sign in through university didn’t go through but I still got charged $4.99 but I don’t have premium.. I want to cancel but it shows no subscriptions,@151634 Hey there! Could you DM us your account's username and email address? We'll see what we can suggest /DF https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_137,93881,93880,93881,136360,Thu Nov 30 15:01:06 +0000 2017,"@115888 your web player is a poorly coded, barely functional and temperamental piece of shit","@136360 Hi there! Can you tell us more about what's happening? Also, what browser are you using? We'll see what we can do /XF",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_138,116603,116602,116604.0,141979,Thu Nov 23 21:46:02 +0000 2017,@117153 i have a problem with my account premium. My spotify username is 11134176350,@141979 Hey Mike! Can you tell us a little more about what is going on? We'll see what we can suggest /TF,account_access_security,Mohd Sajid Jafri,,False,ESCALATE
cand_139,128869,128867,128869,144991,Fri Nov 24 02:21:20 +0000 2017,@SpotifyCares Would love if you’d implement language switching in the mobile app. Run my phone in Japanese but having the jumble of names in katakana and songs/albums in English makes using the app an awful experience.,@144991 Hey Michael! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /AR,feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_140,83666,83664,83666,134385,Thu Nov 30 12:28:09 +0000 2017,@115888 u guys should update and give users the ability to delete songs from the search bar of our playlists so we don’t have to scroll through a thousand songs to get rid of one,"@134385 Hey there! If you want to search for a song to delete within your playlist, just type the title on the Filter field. You should get to the song right away and tap/click Remove from this Playlist. Hope this clears things up /LS",feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_141,199104,199103,199104,162917,Wed Oct 04 13:31:26 +0000 2017,"@SpotifyCares Hello, I just subscribed for a Family membership, but it seems like the system can't accept my Danish address. Could you help?",@162917 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,subscription_billing,Mohd Sajid Jafri,,False,ESCALATE
cand_142,162230,162229,162230,153453,Fri Nov 24 18:07:12 +0000 2017,why isn't the loreen album on UK spotify?,"@153453 Hey Matthew! It all boils down to licensing. There's info about Spotify content here: https://t.co/0i8GpimuDa. Any other questions, just let us know /NG",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_143,77731,77729,77731,133325,Thu Nov 30 09:52:08 +0000 2017,@SpotifyCares ? https://t.co/6clOTzr1Wf,"@133325 Hey, we're here to help! Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_144,147404,147402,147404,149499,Fri Nov 24 09:52:31 +0000 2017,i want to join @115888  but every time i try to sign up whether with fb or email it doesn't go past this loading icon :( is it country restricted or something? does anyone have any suggestions/solutions? https://t.co/BNUyUuawar,@149499 Hi there! Can you let us know what country you're currently located at? We'll take a look backstage /DR,service_status_outage,Mohd Sajid Jafri,,False,ESCALATE
cand_145,155362,155361,155362,151635,Fri Nov 24 13:06:41 +0000 2017,@116130 ur new music playlist is mostly guff this week. Sakes 😩,@151635 Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team. Give us a shout if you need anything else /ZO,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_146,86399,86396,86399,134865,Thu Nov 30 13:40:39 +0000 2017,"@115888 feeling depleted after trying to offer you my monthly subscription uptake. Make it easier for the Samsung lovers turned apple user for work purposes. Note: I could be just bad at tech flow but this support donation I have for you, ain’t working at my end!",@134865 Hey there! We'd love to help. Can you let us know what's happening exactly? /RC,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_147,160535,160534,160535,152982,Fri Nov 24 15:46:36 +0000 2017,so when is taylor releasing rep on spotify https://t.co/kIl7mR42QN,"@152982 Hey Aly, we’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /NG",service_status_outage,Mohd Sajid Jafri,,False,ESCALATE
cand_148,153749,153747,153753.0,151199,Fri Nov 24 14:11:04 +0000 2017,"@115888 I'm making a playlist about alcohol and I want to sort them by fermented and distilled beverages, increasing in grades. Woe is me. Please hear my plea, lol.","@151199 Hey there, we're here to help! Could you let us know what device you're trying to organize your drinks on? We'll be happy to lend a hand /TB",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_149,91685,91684,91685,135883,Thu Nov 30 11:08:42 +0000 2017,"Disappointed with you @115888 as I’ve registered as a student for £4.99 per month, added my student card and you’re still charging £9.99?🧐",@135883 Hi Tom! Help's here. DM us your account's email address and we'll see what we can suggest /SD https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,False,ESCALATE
cand_150,106328,106326,106328,139559,Thu Nov 30 18:34:21 +0000 2017,"@SpotifyCares heeeeelp! Someone has changed my email and hacked my Spotify, now I can’t get back in 😕","@139559 Hey Polly, help's here! Can you DM us your account's username and email address? We'll help out backstage /JX https://t.co/ldFdZRiNAt",account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_151,66003,66001,66006.0,131101,Thu Nov 30 07:26:27 +0000 2017,"@SpotifyCares Another glib reply to a basic feature request that's been out there for years.  In the mean time my kids can hear the f, c and n words blaring out on the sonos.  If apple music can do it so can you.  In fact f it, I'm leaving spotify for Apple.","@131101 Sorry to hear you feel that way. We can guarantee you that your thoughts won't fall on deaf ears. If anything else comes up, let us know. We're here for you /AC",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_152,864,863,865.0,115891,Tue Oct 31 22:22:05 +0000 2017,@SpotifyCares ok thx,"@115891 No worries. If you have other questions, just give us a shout 😉 /GS",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_153,145916,145914,145918.0,149093,Fri Nov 24 09:17:34 +0000 2017,@115888 You can only avail the ₱9 for 3 months if you use a credit card 😞,"@149093 Hey! You can sign up for the Intro Offer using any recurring payment methods that’s available at https://t.co/1iF7T0iEU2, but the pricing varies by payment mode. We're afraid you'd have to use either a credit or debit card to get the 9 PHP deal. Hope this clears things up /KM",subscription_billing,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_154,64367,64366,64367,130774,Thu Nov 30 07:41:49 +0000 2017,@115888 why have you charged me £14.99 on the 18th of November as I upgraded my subscription and @118101 why have you then charged me £9.99 on the 26th of November for a standard premium spotify account. @118101 SORT OUT A REFUND ASAP!!!!,@130774 Hey Imran. Can you send us a DM with your account's email address or username? We'll take a look behind the scenes /AY https://t.co/ldFdZRiNAt,subscription_billing,Mohd Sajid Jafri,,True,ESCALATE
cand_155,123459,123458,123459,143581,Fri Nov 24 00:12:12 +0000 2017,Hi @SpotifyCares I’m trying to link my Spotify premium account with the ps4 service but it fails : ‘Spotify already linked ...’ - could you  help me please ?,@143581 Hey there! Our friends over @AskPlayStation should be able to help with this. Give us a shout if you have other questions /LO,account_access_security,Mohd Sajid Jafri,,True,ESCALATE
cand_156,160556,160554,160556,152989,Fri Nov 24 16:35:17 +0000 2017,Wtf?? @115888 @152990 https://t.co/8iiELBCPTD,@152989 Hey there! Could you tell us what's happening exactly? Keep us posted /DF,other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_157,58278,58277,58279.0,129236,Wed Nov 01 20:26:33 +0000 2017,@SpotifyCares Ah okay.  Thanks.,"@129236 No worries! For anything else, we're just a tweet away /JP",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_158,132594,132592,132594,145914,Thu Nov 23 22:02:33 +0000 2017,"@125633 hi, I recently emailed about my song on someone else’s page and your representative said they will try and move it back to my page however I wanted to know if the number of streams on the song will be affected by the track?","@145914 Hey Freezy! Can you DM us the Spotify URI of the track, and the email address you used to contact the team? We'll chase this up /K https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_159,110062,110061,110062,140437,Thu Nov 23 19:49:00 +0000 2017,@115888 hi im just wondering how I can cancel 1 of 2 subscription to your selfs ...,"@140437 Hey Jon, help's here! Can you DM us both of your accounts' usernames and email addresses? We'll see what we can suggest /TR https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_160,171145,171144,171146.0,155928,Fri Nov 24 20:07:28 +0000 2017,@115888 DM me or i’ll cry,"@155928 Hey Olivia. Don't cry, help's here! Could you send over your email address via DM? Also, if you're receiving any error messages, a screenshot of it would be very helpful. We'll see what's going on /KA https://t.co/ldFdZRiNAt",other_unsupported,Mohd Sajid Jafri,,False,AUTO_HANDLE
cand_161,199144,199143,199144,162929,Wed Oct 04 12:46:35 +0000 2017,"Dear @118266 we need lyrics, not behind the lyrics. Thanks","@162929 Hi, we hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too /SC",feature_request_ui,Mohd Sajid Jafri,,False,ESCALATE
cand_162,91670,91668,91670,135881,Thu Nov 30 15:07:34 +0000 2017,"OK, it just happened again and I updated my account , @SpotifyCares can you help? Someone is hijacking my account.",@135881 Hi there! We’re sorry to hear that. We'd suggest checking out https://t.co/iVpg60w61i for what to do next. Let us know if we can help with anything else /GN,account_access_security,Mohd Sajid Jafri,,True,ESCALATE
